Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Custom Label 0 (product.metafields.custom.custom_label_0),Google Product Category (product.metafields.custom.google_product_category),Age Group (product.metafields.google.age_group),Condition (product.metafields.google.condition),Gender (product.metafields.google.gender),Google Product Category (product.metafields.google.google_product_category),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Active ingredient (product.metafields.shopify.active-ingredient),Application method (product.metafields.shopify.application-method),Application type (product.metafields.shopify.application-type),Body area (product.metafields.shopify.body-area),Cleanser type (product.metafields.shopify.cleanser-type),Color (product.metafields.shopify.color-pattern),Constitutive ingredients (product.metafields.shopify.constitutive-ingredients),Cosmetic finish (product.metafields.shopify.cosmetic-finish),Cosmetic function (product.metafields.shopify.cosmetic-function),Coverage level (product.metafields.shopify.coverage-level),Dispenser type (product.metafields.shopify.dispenser-type),Exfoliation method (product.metafields.shopify.exfoliation-method),Eye care applicator type (product.metafields.shopify.eye-care-applicator-type),Eyebrow applicator type (product.metafields.shopify.eyebrow-applicator-type),Face area (product.metafields.shopify.face-area),Hair care effect (product.metafields.shopify.hair-care-effect),Hair care items included (product.metafields.shopify.hair-care-items-included),Lip makeup opacity (product.metafields.shopify.lip-makeup-opacity),Lipstick effect (product.metafields.shopify.lipstick-effect),Makeup shade (product.metafields.shopify.makeup-color-shade),Makeup features (product.metafields.shopify.makeup-features),Material (product.metafields.shopify.material),Moisturizer type (product.metafields.shopify.moisturizer-type),PA rating (product.metafields.shopify.pa-rating),Package type (product.metafields.shopify.package-type),Product form (product.metafields.shopify.product-form),Rinse requirement (product.metafields.shopify.rinse-requirement),Skin care effect (product.metafields.shopify.skin-care-effect),Skin care features (product.metafields.shopify.skin-care-features),Skin care mask type (product.metafields.shopify.skin-care-mask-type),SPF level (product.metafields.shopify.spf-level),Suitable for skin type (product.metafields.shopify.suitable-for-skin-type),Texture (product.metafields.shopify.texture),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / India,Price / India,Compare At Price / India,Included / Canada,Price / Canada,Compare At Price / Canada,Included / United Arab Emirate,Price / United Arab Emirate,Compare At Price / United Arab Emirate,Included / United States,Price / United States,Compare At Price / United States,Status
holika-holika-aloe-clean-water-fomula-92-shower-gel-55ml-lf-hcw-holika-8806334389215,Holika Holika Aloe Clean Water Fomula 92% Shower Gel 55ml Lf,"<p><strong>Holika Holika Aloe Clean Water Fomula 92% Shower Gel 55ml Lf</strong> is a K-beauty body wash selected for an easy, effective everyday routine. The product name highlights aloe for targeted skincare care.</p><ul>
<li>Easy to add to a daily beauty routine</li>
<li>Designed for comfortable everyday use</li>
<li>Helps create a polished, well-cared-for look</li>
</ul><p><strong>How to use:</strong> Use as directed on the product packaging and incorporate into your routine as appropriate.</p><p><strong>Good to know:</strong> Check the product packaging for the complete ingredient list and specific directions, especially if your skin is sensitive.</p>",Holika Holika,Health & Beauty > Personal Care > Cosmetics > Bath & Body > Body Wash,Body Wash,"2-4-weeks, beauty, draft-import, K-Beauty, nail-care, ships-from-us, supplier-in-stock",true,Default Title,Default Title,,,,,,,,HCW-HOLIKA-8806334389215,0.0,shopify,deny,manual,14.99,,true,true,,,,,'8806334389215,https://cdn.shopify.com/s/files/1/0687/8527/4978/files/file_3a23feb3-a159-42a5-b461-f6ae68279ee4.jpg?v=1787812206,1,Holika Holika Aloe Clean Water Fomula 92% Shower Gel 55ml Lf,false,Holika Holika Aloe Clean Water Fomula 92% Shower Gel 55ml | Genze Hub,Holika Holika Aloe Clean Water Fomula 92% Shower Gel 55ml Lf from Genze Hub. Shop beauty with 2–4 weeks delivery selection. View price and availability for worldwide delivery from the United States; this item is currently available.,Health & Beauty > Personal Care > Cosmetics > Bath & Body > Body Wash,unisex,adult,HCW-HOLIKA-8806334389215,new,FALSE,K-Beauty,Body Wash,Ships From US,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0687/8527/4978/files/file_3a23feb3-a159-42a5-b461-f6ae68279ee4.jpg?v=1787812206,g,,,true,,,true,,,true,,,true,,,active
holika-holika-aloe-clean-water-formula-92-shower-gel-hcw-holika-8806334392390,Holika Holika Aloe Clean Water Formula 92% Shower Gel,"<p><strong>Holika Holika Aloe Clean Water Formula 92% Shower Gel</strong> is a K-beauty body wash selected for an easy, effective everyday routine. The product name highlights aloe for targeted skincare care.</p><ul>
<li>Easy to add to a daily beauty routine</li>
<li>Designed for comfortable everyday use</li>
<li>Helps create a polished, well-cared-for look</li>
</ul><p><strong>How to use:</strong> Use as directed on the product packaging and incorporate into your routine as appropriate.</p><p><strong>Good to know:</strong> Check the product packaging for the complete ingredient list and specific directions, especially if your skin is sensitive.</p>",Holika Holika,Health & Beauty > Personal Care > Cosmetics > Bath & Body > Body Wash,Body Wash,"2-4-weeks, beauty, draft-import, K-Beauty, nail-care, ships-from-us, supplier-in-stock",true,Default Title,Default Title,,,,,,,,HCW-HOLIKA-8806334392390,0.0,shopify,deny,manual,14.99,,true,true,,,,,'8806334392390,https://cdn.shopify.com/s/files/1/0687/8527/4978/files/file_d2235e5b-533e-46a4-b5be-07b398611892.jpg?v=1787812204,1,Holika Holika Aloe Clean Water Formula 92% Shower Gel,false,Holika Holika Aloe Clean Water Formula 92% Shower Gel | Genze Hub,Holika Holika Aloe Clean Water Formula 92% Shower Gel from Genze Hub. Shop beauty with 2–4 weeks delivery selection. View price and availability for worldwide delivery from the United States; this item is currently available.,Health & Beauty > Personal Care > Cosmetics > Bath & Body > Body Wash,unisex,adult,HCW-HOLIKA-8806334392390,new,FALSE,K-Beauty,Body Wash,Ships From US,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0687/8527/4978/files/file_d2235e5b-533e-46a4-b5be-07b398611892.jpg?v=1787812204,g,,,true,,,true,,,true,,,true,,,active
holika-holika-aloe-clean-water-formula-96-cleansing-foam-hcw-holika-8806334392420,Holika Holika Aloe Clean Water Formula 96% Cleansing Foam,"<p><strong>Holika Holika Aloe Clean Water Formula 96% Cleansing Foam</strong> is a K-beauty cleanser selected for an easy, effective everyday routine. The product name highlights aloe for targeted skincare care.</p><ul>
<li>Helps lift away daily buildup and impurities</li>
<li>Leaves skin feeling fresh and comfortably cleansed</li>
<li>Fits easily into a daily cleansing routine</li>
</ul><p><strong>How to use:</strong> Massage onto skin as appropriate for the product format, then rinse thoroughly. Follow with the rest of your routine.</p><p><strong>Good to know:</strong> Check the product packaging for the complete ingredient list and specific directions, especially if your skin is sensitive.</p>",Holika Holika,Health & Beauty > Personal Care > Cosmetics > Skin Care > Facial Cleansers,Cleanser,"2-4-weeks, beauty, cleanser, draft-import, K-Beauty, nail-care, ships-from-us, supplier-in-stock",true,Default Title,Default Title,,,,,,,,HCW-HOLIKA-8806334392420,0.0,shopify,deny,manual,12.99,,true,true,,,,,'8806334392420,https://cdn.shopify.com/s/files/1/0687/8527/4978/files/file_f4d848e1-3841-49f8-ba30-923aef928251.jpg?v=1787812202,1,Holika Holika Aloe Clean Water Formula 96% Cleansing Foam,false,Holika Holika Aloe Clean Water Formula 96% Cleansing Foam | Genze Hub,Holika Holika Aloe Clean Water Formula 96% Cleansing Foam from Genze Hub. Shop cleanser with 2–4 weeks delivery selection. View price and availability for worldwide delivery from the United States; this item is currently available.,Health & Beauty > Personal Care > Cosmetics > Skin Care > Facial Cleansers,unisex,adult,HCW-HOLIKA-8806334392420,new,FALSE,K-Beauty,Facial Cleansers,Ships From US,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0687/8527/4978/files/file_f4d848e1-3841-49f8-ba30-923aef928251.jpg?v=1787812202,g,,,true,,,true,,,true,,,true,,,active
holika-holika-aloe-facial-cleansing-foam-150ml-hcw-holika-8806334355975,Holika Holika Aloe Facial Cleansing Foam 150ml,"<p><strong>Holika Holika Aloe Facial Cleansing Foam 150ml</strong> is a K-beauty cleanser selected for an easy, effective everyday routine. The product name highlights aloe for targeted skincare care.</p><ul>
<li>Helps lift away daily buildup and impurities</li>
<li>Leaves skin feeling fresh and comfortably cleansed</li>
<li>Fits easily into a daily cleansing routine</li>
</ul><p><strong>How to use:</strong> Massage onto skin as appropriate for the product format, then rinse thoroughly. Follow with the rest of your routine.</p><p><strong>Good to know:</strong> Check the product packaging for the complete ingredient list and specific directions, especially if your skin is sensitive.</p>",Holika Holika,Health & Beauty > Personal Care > Cosmetics > Skin Care > Facial Cleansers,Cleanser,"2-4-weeks, beauty, cleanser, draft-import, K-Beauty, nail-care, ships-from-us, supplier-in-stock",true,Default Title,Default Title,,,,,,,,HCW-HOLIKA-8806334355975,0.0,shopify,deny,manual,12.99,,true,true,,,,,'8806334355975,https://cdn.shopify.com/s/files/1/0687/8527/4978/files/file_3e64db14-e318-46e1-9fb8-4fd350b6a4ab.png?v=1787812200,1,Holika Holika Aloe Facial Cleansing Foam 150ml,false,Holika Holika Aloe Facial Cleansing Foam 150ml | Genze Hub,Holika Holika Aloe Facial Cleansing Foam 150ml from Genze Hub. Shop cleanser with 2–4 weeks delivery selection. View price and availability for worldwide delivery from the United States; this item is currently available.,Health & Beauty > Personal Care > Cosmetics > Skin Care > Facial Cleansers,unisex,adult,HCW-HOLIKA-8806334355975,new,FALSE,K-Beauty,Facial Cleansers,Ships From US,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0687/8527/4978/files/file_3e64db14-e318-46e1-9fb8-4fd350b6a4ab.png?v=1787812200,g,,,true,,,true,,,true,,,true,,,active
holika-holika-aloe-mild-sun-cushion-hcw-holika-8806334391478,Holika Holika Aloe Mild Sun Cushion,"<p><strong>Holika Holika Aloe Mild Sun Cushion</strong> is a K-beauty foundation selected for an easy, effective everyday routine. The product name highlights aloe for targeted skincare care.</p><ul>
<li>Combines daily skincare with sun-care convenience</li>
<li>Designed for comfortable everyday wear</li>
<li>Layers easily into a morning routine</li>
</ul><p><strong>How to use:</strong> Apply generously as the final step of your morning skincare routine. Reapply as needed according to the product directions.</p><p><strong>Good to know:</strong> Check the product packaging for the complete ingredient list and specific directions, especially if your skin is sensitive.</p>",Holika Holika,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers > Foundations,Foundation,"2-4-weeks, beauty, draft-import, K-Beauty, makeup, nail-care, ships-from-us, supplier-in-stock",true,Default Title,Default Title,,,,,,,,HCW-HOLIKA-8806334391478,0.0,shopify,deny,manual,15.99,,true,true,,,,,'8806334391478,https://cdn.shopify.com/s/files/1/0687/8527/4978/files/file_301265f5-02eb-4846-9745-9de0abad45e4.webp?v=1787812197,1,Holika Holika Aloe Mild Sun Cushion,false,Holika Holika Aloe Mild Sun Cushion | Genze Hub,Holika Holika Aloe Mild Sun Cushion from Genze Hub. Shop makeup with 2–4 weeks delivery selection. View price and availability for worldwide delivery from the United States; this item is currently available.,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers > Foundations,unisex,adult,HCW-HOLIKA-8806334391478,new,FALSE,K-Beauty,Foundations,Ships From US,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0687/8527/4978/files/file_301265f5-02eb-4846-9745-9de0abad45e4.webp?v=1787812197,g,,,true,,,true,,,true,,,true,,,active
holika-holika-aloe-natural-formula-97-soothing-lotion-240ml-hcw-holika-8806334392383,Holika Holika Aloe Natural Formula 97% Soothing Lotion 240ml,"<p><strong>Holika Holika Aloe Natural Formula 97% Soothing Lotion 240ml</strong> is a K-beauty moisturizer selected for an easy, effective everyday routine. The product name highlights aloe for targeted skincare care.</p><ul>
<li>Helps replenish everyday moisture</li>
<li>Supports soft, smooth, comfortable-looking skin</li>
<li>Seals in hydration as the final skincare step</li>
</ul><p><strong>How to use:</strong> Apply an appropriate amount as the moisturizing step of your routine.</p><p><strong>Good to know:</strong> Check the product packaging for the complete ingredient list and specific directions, especially if your skin is sensitive.</p>",Holika Holika,Health & Beauty > Personal Care > Cosmetics > Skin Care > Face Moisturizers,Moisturizer,"2-4-weeks, beauty, draft-import, K-Beauty, moisturizer, nail-care, ships-from-us, supplier-in-stock",true,Default Title,Default Title,,,,,,,,HCW-HOLIKA-8806334392383,0.0,shopify,deny,manual,18.99,,true,true,,,,,'8806334392383,https://cdn.shopify.com/s/files/1/0687/8527/4978/files/file_ff3f0fd9-99a4-421e-b91d-8cacff3b02ac.jpg?v=1787812195,1,Holika Holika Aloe Natural Formula 97% Soothing Lotion 240ml,false,Holika Holika Aloe Natural Formula 97% Soothing Lotion 240 | Genze Hub,Holika Holika Aloe Natural Formula 97% Soothing Lotion 240ml from Genze Hub. Shop moisturizer with 2–4 weeks delivery selection. View price and availability for worldwide delivery from the United States; this item is currently available.,Health & Beauty > Personal Care > Cosmetics > Skin Care > Face Moisturizers,unisex,adult,HCW-HOLIKA-8806334392383,new,FALSE,K-Beauty,Face Moisturizers,Ships From US,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0687/8527/4978/files/file_ff3f0fd9-99a4-421e-b91d-8cacff3b02ac.jpg?v=1787812195,g,,,true,,,true,,,true,,,true,,,active
holika-holika-aloe-soothing-emulsion-150ml-lf-hcw-holika-8806334377328,Holika Holika Aloe Soothing Emulsion 150ml Lf,"<p><strong>Holika Holika Aloe Soothing Emulsion 150ml Lf</strong> is a K-beauty moisturizer selected for an easy, effective everyday routine. The product name highlights aloe for targeted skincare care.</p><ul>
<li>Helps replenish everyday moisture</li>
<li>Supports soft, smooth, comfortable-looking skin</li>
<li>Seals in hydration as the final skincare step</li>
</ul><p><strong>How to use:</strong> Apply an appropriate amount as the moisturizing step of your routine.</p><p><strong>Good to know:</strong> Check the product packaging for the complete ingredient list and specific directions, especially if your skin is sensitive.</p>",Holika Holika,Health & Beauty > Personal Care > Cosmetics > Skin Care > Face Moisturizers,Moisturizer,"2-4-weeks, beauty, draft-import, K-Beauty, moisturizer, nail-care, ships-from-us, supplier-in-stock",true,Default Title,Default Title,,,,,,,,HCW-HOLIKA-8806334377328,0.0,shopify,deny,manual,12.99,,true,true,,,,,'8806334377328,https://cdn.shopify.com/s/files/1/0687/8527/4978/files/file_2dc53fe0-cbe9-4291-ab7c-0e9f39f42ba1.jpg?v=1787812193,1,Holika Holika Aloe Soothing Emulsion 150ml Lf,false,Holika Holika Aloe Soothing Emulsion 150ml Lf | Genze Hub,Holika Holika Aloe Soothing Emulsion 150ml Lf from Genze Hub. Shop moisturizer with 2–4 weeks delivery selection. View price and availability for worldwide delivery from the United States; this item is currently available.,Health & Beauty > Personal Care > Cosmetics > Skin Care > Face Moisturizers,unisex,adult,HCW-HOLIKA-8806334377328,new,FALSE,K-Beauty,Face Moisturizers,Ships From US,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0687/8527/4978/files/file_2dc53fe0-cbe9-4291-ab7c-0e9f39f42ba1.jpg?v=1787812193,g,,,true,,,true,,,true,,,true,,,active
holika-holika-aloe-soothing-essence-80-hydro-gel-eye-patch-hcw-holika-8806334379261,Holika Holika Aloe Soothing Essence 80% Hydro Gel Eye Patch,"<p><strong>Holika Holika Aloe Soothing Essence 80% Hydro Gel Eye Patch</strong> is a K-beauty essence selected for an easy, effective everyday routine. The product name highlights aloe for targeted skincare care.</p><ul>
<li>Helps refresh and prep skin after cleansing</li>
<li>Supports a smooth, hydrated-looking complexion</li>
<li>Layers comfortably with the rest of your routine</li>
</ul><p><strong>How to use:</strong> Apply a small amount after cleansing and toner, then follow with moisturizer.</p><p><strong>Good to know:</strong> Check the product packaging for the complete ingredient list and specific directions, especially if your skin is sensitive.</p>",Holika Holika,Health & Beauty > Personal Care > Cosmetics,Essence,"2-4-weeks, beauty, draft-import, K-Beauty, nail-care, serum-essence, ships-from-us, supplier-in-stock",true,Default Title,Default Title,,,,,,,,HCW-HOLIKA-8806334379261,0.0,shopify,deny,manual,15.99,,true,true,,,,,'8806334379261,https://cdn.shopify.com/s/files/1/0687/8527/4978/files/file_43b73994-f472-439d-9604-535b84789553.jpg?v=1787812190,1,Holika Holika Aloe Soothing Essence 80% Hydro Gel Eye Patch,false,Holika Holika Aloe Soothing Essence 80% Hydro Gel Eye Patc | Genze Hub,Holika Holika Aloe Soothing Essence 80% Hydro Gel Eye Patch from Genze Hub. Shop serum & essence with 2–4 weeks delivery selection. View price and availability for worldwide delivery from the United States; this item is currently available.,Health & Beauty > Personal Care > Cosmetics,unisex,adult,HCW-HOLIKA-8806334379261,new,FALSE,K-Beauty,Cosmetics,Ships From US,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0687/8527/4978/files/file_43b73994-f472-439d-9604-535b84789553.jpg?v=1787812190,g,,,true,,,true,,,true,,,true,,,active
holika-holika-aloe-soothing-essence-80-jel-cream-set-hcw-holika-8806334382766,Holika Holika Aloe Soothing Essence 80% Jel Cream Set,"<p><strong>Holika Holika Aloe Soothing Essence 80% Jel Cream Set</strong> is a K-beauty essence selected for an easy, effective everyday routine. The product name highlights aloe for targeted skincare care.</p><ul>
<li>Helps refresh and prep skin after cleansing</li>
<li>Supports a smooth, hydrated-looking complexion</li>
<li>Layers comfortably with the rest of your routine</li>
</ul><p><strong>How to use:</strong> Apply a small amount after cleansing and toner, then follow with moisturizer.</p><p><strong>Good to know:</strong> Check the product packaging for the complete ingredient list and specific directions, especially if your skin is sensitive.</p>",Holika Holika,Health & Beauty > Personal Care > Cosmetics,Essence,"2-4-weeks, beauty, draft-import, K-Beauty, nail-care, serum-essence, ships-from-us, supplier-in-stock",true,Default Title,Default Title,,,,,,,,HCW-HOLIKA-8806334382766,0.0,shopify,deny,manual,15.99,,true,true,,,,,'8806334382766,https://cdn.shopify.com/s/files/1/0687/8527/4978/files/file_e1220af7-4d9c-4bb7-9708-9f2d7c10a810.jpg?v=1787812188,1,Holika Holika Aloe Soothing Essence 80% Jel Cream Set,false,Holika Holika Aloe Soothing Essence 80% Jel Cream Set | Genze Hub,Holika Holika Aloe Soothing Essence 80% Jel Cream Set from Genze Hub. Shop serum & essence with 2–4 weeks delivery selection. View price and availability for worldwide delivery from the United States; this item is currently available.,Health & Beauty > Personal Care > Cosmetics,unisex,adult,HCW-HOLIKA-8806334382766,new,FALSE,K-Beauty,Cosmetics,Ships From US,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0687/8527/4978/files/file_e1220af7-4d9c-4bb7-9708-9f2d7c10a810.jpg?v=1787812188,g,,,true,,,true,,,true,,,true,,,active
holika-holika-aloe-soothing-essence-80-moisturizing-cream-hcw-holika-8806334377335,Holika Holika Aloe Soothing Essence 80% Moisturizing Cream,"<p><strong>Holika Holika Aloe Soothing Essence 80% Moisturizing Cream</strong> is a K-beauty essence selected for an easy, effective everyday routine. The product name highlights aloe for targeted skincare care.</p><ul>
<li>Helps refresh and prep skin after cleansing</li>
<li>Supports a smooth, hydrated-looking complexion</li>
<li>Layers comfortably with the rest of your routine</li>
</ul><p><strong>How to use:</strong> Apply a small amount after cleansing and toner, then follow with moisturizer.</p><p><strong>Good to know:</strong> Check the product packaging for the complete ingredient list and specific directions, especially if your skin is sensitive.</p>",Holika Holika,Health & Beauty > Personal Care > Cosmetics,Essence,"2-4-weeks, beauty, draft-import, K-Beauty, nail-care, serum-essence, ships-from-us, supplier-in-stock",true,Default Title,Default Title,,,,,,,,HCW-HOLIKA-8806334377335,0.0,shopify,deny,manual,14.99,,true,true,,,,,'8806334377335,https://cdn.shopify.com/s/files/1/0687/8527/4978/files/file_ee610b59-e4be-459b-a9fa-db3754d3a6b1.jpg?v=1787812186,1,Holika Holika Aloe Soothing Essence 80% Moisturizing Cream,false,Holika Holika Aloe Soothing Essence 80% Moisturizing Cream | Genze Hub,Holika Holika Aloe Soothing Essence 80% Moisturizing Cream from Genze Hub. Shop serum & essence with 2–4 weeks delivery selection. View price and availability for worldwide delivery from the United States; this item is currently available.,Health & Beauty > Personal Care > Cosmetics,unisex,adult,HCW-HOLIKA-8806334377335,new,FALSE,K-Beauty,Cosmetics,Ships From US,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0687/8527/4978/files/file_ee610b59-e4be-459b-a9fa-db3754d3a6b1.jpg?v=1787812186,g,,,true,,,true,,,true,,,true,,,active
holika-holika-aloe-soothing-essence-98-juicy-toner-200ml-hcw-holika-8806334383794,Holika Holika Aloe Soothing Essence 98% Juicy Toner 200ml,"<p><strong>Holika Holika Aloe Soothing Essence 98% Juicy Toner 200ml</strong> is a K-beauty toner selected for an easy, effective everyday routine. The product name highlights aloe for targeted skincare care.</p><ul>
<li>Helps refresh and prep skin after cleansing</li>
<li>Supports a smooth, hydrated-looking complexion</li>
<li>Layers comfortably with the rest of your routine</li>
</ul><p><strong>How to use:</strong> Apply after cleansing with clean hands or a cotton pad, then follow with serum and moisturizer.</p><p><strong>Good to know:</strong> Check the product packaging for the complete ingredient list and specific directions, especially if your skin is sensitive.</p>",Holika Holika,Health & Beauty > Personal Care > Cosmetics > Skin Care > Toners & Astringents > Toners,Toner,"2-4-weeks, beauty, draft-import, K-Beauty, nail-care, serum-essence, ships-from-us, supplier-in-stock",true,Default Title,Default Title,,,,,,,,HCW-HOLIKA-8806334383794,0.0,shopify,deny,manual,12.99,,true,true,,,,,'8806334383794,https://cdn.shopify.com/s/files/1/0687/8527/4978/files/file_672d966c-b879-42c6-a37d-239c0c8014f4.jpg?v=1787812183,1,Holika Holika Aloe Soothing Essence 98% Juicy Toner 200ml,false,Holika Holika Aloe Soothing Essence 98% Juicy Toner 200ml | Genze Hub,Holika Holika Aloe Soothing Essence 98% Juicy Toner 200ml from Genze Hub. Shop serum & essence with 2–4 weeks delivery selection. View price and availability for worldwide delivery from the United States; this item is currently available.,Health & Beauty > Personal Care > Cosmetics > Skin Care > Toners & Astringents > Toners,unisex,adult,HCW-HOLIKA-8806334383794,new,FALSE,K-Beauty,Toners,Ships From US,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0687/8527/4978/files/file_672d966c-b879-42c6-a37d-239c0c8014f4.jpg?v=1787812183,g,,,true,,,true,,,true,,,true,,,active
holika-holika-aloe-soothing-essence-98-mist-150ml-hcw-holika-8806334377342,Holika Holika Aloe Soothing Essence 98% Mist 150ml,"<p><strong>Holika Holika Aloe Soothing Essence 98% Mist 150ml</strong> is a K-beauty essence selected for an easy, effective everyday routine. The product name highlights aloe for targeted skincare care.</p><ul>
<li>Helps refresh and prep skin after cleansing</li>
<li>Supports a smooth, hydrated-looking complexion</li>
<li>Layers comfortably with the rest of your routine</li>
</ul><p><strong>How to use:</strong> Apply a small amount after cleansing and toner, then follow with moisturizer.</p><p><strong>Good to know:</strong> Check the product packaging for the complete ingredient list and specific directions, especially if your skin is sensitive.</p>",Holika Holika,Health & Beauty > Personal Care > Cosmetics,Essence,"2-4-weeks, beauty, draft-import, K-Beauty, nail-care, serum-essence, ships-from-us, supplier-in-stock",true,Default Title,Default Title,,,,,,,,HCW-HOLIKA-8806334377342,0.0,shopify,deny,manual,12.99,,true,true,,,,,'8806334377342,https://cdn.shopify.com/s/files/1/0687/8527/4978/files/file_4dc5d6e2-7949-4e84-b966-973964a8420e.jpg?v=1787812181,1,Holika Holika Aloe Soothing Essence 98% Mist 150ml,false,Holika Holika Aloe Soothing Essence 98% Mist 150ml | Genze Hub,Holika Holika Aloe Soothing Essence 98% Mist 150ml from Genze Hub. Shop serum & essence with 2–4 weeks delivery selection. View price and availability for worldwide delivery from the United States; this item is currently available.,Health & Beauty > Personal Care > Cosmetics,unisex,adult,HCW-HOLIKA-8806334377342,new,FALSE,K-Beauty,Cosmetics,Ships From US,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0687/8527/4978/files/file_4dc5d6e2-7949-4e84-b966-973964a8420e.jpg?v=1787812181,g,,,true,,,true,,,true,,,true,,,active
holika-holika-aloe-soothing-essence-98-toner-250ml-hcw-holika-8806334377311,Holika Holika Aloe Soothing Essence 98% Toner 250ml,"<p><strong>Holika Holika Aloe Soothing Essence 98% Toner 250ml</strong> is a K-beauty toner selected for an easy, effective everyday routine. The product name highlights aloe for targeted skincare care.</p><ul>
<li>Helps refresh and prep skin after cleansing</li>
<li>Supports a smooth, hydrated-looking complexion</li>
<li>Layers comfortably with the rest of your routine</li>
</ul><p><strong>How to use:</strong> Apply after cleansing with clean hands or a cotton pad, then follow with serum and moisturizer.</p><p><strong>Good to know:</strong> Check the product packaging for the complete ingredient list and specific directions, especially if your skin is sensitive.</p>",Holika Holika,Health & Beauty > Personal Care > Cosmetics > Skin Care > Toners & Astringents > Toners,Toner,"2-4-weeks, beauty, draft-import, K-Beauty, nail-care, serum-essence, ships-from-us, supplier-in-stock",true,Default Title,Default Title,,,,,,,,HCW-HOLIKA-8806334377311,0.0,shopify,deny,manual,12.99,,true,true,,,,,'8806334377311,https://cdn.shopify.com/s/files/1/0687/8527/4978/files/file_e545740b-05a9-45be-9bfd-bf9a2c398400.jpg?v=1787812179,1,Holika Holika Aloe Soothing Essence 98% Toner 250ml,false,Holika Holika Aloe Soothing Essence 98% Toner 250ml | Genze Hub,Holika Holika Aloe Soothing Essence 98% Toner 250ml from Genze Hub. Shop serum & essence with 2–4 weeks delivery selection. View price and availability for worldwide delivery from the United States; this item is currently available.,Health & Beauty > Personal Care > Cosmetics > Skin Care > Toners & Astringents > Toners,unisex,adult,HCW-HOLIKA-8806334377311,new,FALSE,K-Beauty,Toners,Ships From US,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0687/8527/4978/files/file_e545740b-05a9-45be-9bfd-bf9a2c398400.jpg?v=1787812179,g,,,true,,,true,,,true,,,true,,,active
